Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra Óptica,4G,3G,Telefonía Fija,Wireless,Satelital
Mendoza,Godoy Cruz,Las Tortugas,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,San Francisco del Monte,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,Villa Hipodromo,0,0,0,1,1,1,0,0,0
Mendoza,Godoy Cruz,Villa Marini,0,0,0,0,1,1,0,0,0
Santa Fe,General López,Sancti Spiritu,1,0,0,1,1,1,1,1,1
Santa Fe,General López,Santa Isabel,1,0,0,1,1,1,1,0,1
Santa Fe,General López,Teodelina,0,1,0,0,1,1,1,1,0
Santa Fe,General López,Venado Tuerto,1,1,0,1,1,1,1,1,0
Santa Fe,General López,Villa Cañás,1,1,0,1,1,1,1,1,0
Santa Fe,General López,Wheelwright,0,1,0,1,1,1,1,1,1
Santa Fe,General Obligado,Arroyo Ceibal,0,0,0,0,1,0,1,1,0
Santa Fe,General Obligado,Avellaneda (est. Ewald),1,0,0,1,1,1,1,1,0
Santa Fe,General Obligado,Berna,0,0,0,0,1,0,1,1,0
Santa Fe,General Obligado,El Araza,0,0,0,0,1,0,1,1,0
Santa Fe,La Capital,Angel Gallardo,0,0,0,0,1,1,0,1,0
Santa Fe,La Capital,Arroyo Aguiar,1,0,0,0,1,0,1,1,1
Santa Fe,La Capital,Arroyo Leyes,0,1,0,1,1,0,0,1,0
Santa Fe,La Capital,Cabal,0,0,0,0,0,0,0,1,0
Santa Fe,La Capital,Campo Andino,0,0,0,0,1,0,1,0,0
Santa Fe,La Capital,Candioti,0,0,0,1,1,0,1,1,0
Santa Fe,La Capital,Emilia,1,0,0,1,1,0,1,1,0
Santa Fe,La Capital,Laguna Paiva,1,0,0,0,1,1,1,1,0
Santa Fe,La Capital,Llambi Campbell,1,0,0,0,1,1,1,1,0
Santa Fe,La Capital,Monte Vera,1,0,0,0,1,1,1,0,1
Santa Fe,La Capital,Nelson,1,0,0,1,1,1,1,1,0
Santa Fe,La Capital,Paraje Chaco Chico,0,0,0,0,1,1,0,0,0
Santa Fe,La Capital,Recreo,1,1,0,0,1,1,1,1,0
Santa Fe,San Martín,Colonia Belgrano,0,1,0,0,1,0,0,0,0
Santa Fe,San Martín,Crispi,0,0,0,0,1,0,1,0,0
Santa Fe,San Martín,El Trébol,1,1,0,1,1,1,1,1,0
Santa Fe,San Martín,Landeta,1,1,0,0,1,1,1,0,0
Santa Fe,San Martín,Las Bandurrias,0,1,0,0,1,0,0,1,0
Santa Fe,San Martín,Las Petacas,0,0,0,0,1,0,0,0,0
Santa Fe,San Martín,Los Cardos,1,1,0,0,1,1,1,0,1
Santa Fe,San Martín,María Susana,1,0,0,1,1,1,1,1,0
Santa Fe,San Martín,Piamonte,0,1,0,0,1,0,1,0,0
Santa Fe,San Martín,San Jorge,1,1,0,1,1,1,1,1,1
Buenos Aires,Ezeiza,La Unión,1,1,0,1,1,1,1,0,1
Buenos Aires,Ezeiza,Tristán Suarez,1,1,1,1,1,1,1,1,0
Buenos Aires,Florencio Varela,Bosques,1,1,1,1,1,1,1,1,0
Buenos Aires,Florencio Varela,El Tropezon,0,0,0,0,1,1,0,0,0
Buenos Aires,Florencio Varela,Estanislao Severo Zeballos,1,1,1,1,1,1,1,0,0
Buenos Aires,Florencio Varela,Florencio Varela,1,1,1,1,1,1,1,1,1
Buenos Aires,Florencio Varela,Gobernador Julio A. Costa,1,1,1,1,1,1,1,0,0
Buenos Aires,Merlo,Merlo,1,1,1,1,1,1,1,1,0
Buenos Aires,Merlo,Pontevedra,1,1,1,1,1,1,1,1,0
Buenos Aires,Merlo,San Antonio de Padua,1,1,1,1,1,1,1,1,0
Buenos Aires,Monte,Abbott,0,0,0,1,1,1,1,1,0
Buenos Aires,Monte,San Miguel del Monte (est. Monte),1,1,1,1,1,1,1,1,0
Buenos Aires,Monte,Zenón Videla Dorna,0,0,0,0,1,0,0,0,0
Buenos Aires,Monte Hermoso,Balneario Sauce Grande,1,0,0,1,1,1,1,0,0
Buenos Aires,Monte Hermoso,Monte Hermoso,1,0,0,1,1,1,1,0,0
Buenos Aires,Vicente López,Olivos,1,1,1,1,1,1,1,0,1
Buenos Aires,Vicente López,Vicente López,1,1,1,1,1,1,1,1,0
Buenos Aires,Vicente López,Villa Adelina,0,1,0,1,1,1,0,0,0
Buenos Aires,Vicente López,Villa Martelli,1,1,0,1,1,1,1,1,1
Buenos Aires,Villa Gesell,Mar Azul,0,0,0,0,1,1,1,0,0
Buenos Aires,Villa Gesell,Mar de Las Pampas,0,0,0,0,1,1,0,0,0
Buenos Aires,Villa Gesell,Villa Gesell,1,0,0,1,1,1,1,0,0
Buenos Aires,Villarino,Argerich,0,0,0,0,0,0,1,1,0
Córdoba,Punilla,Villa Giardino,1,0,0,1,1,1,1,1,0
Córdoba,Punilla,Villa Lago Azul,0,0,0,0,1,1,0,0,0
Córdoba,Punilla,Villa Parque Siquimán,0,0,0,0,1,1,0,1,0
Córdoba,Punilla,Villa Río Icho Cruz,0,0,0,0,1,1,0,1,0
Córdoba,Punilla,Villa Santa Cruz del Lago,1,0,0,0,1,0,1,1,0
Córdoba,Río Cuarto,Achiras,0,0,0,1,1,1,0,1,0
Córdoba,Río Cuarto,Adelia María,1,1,0,1,1,1,1,1,0
Córdoba,Río Cuarto,Alcira (est. Gigena),1,0,0,1,1,1,1,0,1
Córdoba,Río Cuarto,Alpa Corral,0,0,0,0,1,1,0,0,0
Córdoba,Río Cuarto,Berrotarán,1,1,0,1,1,1,1,1,0
Córdoba,Río Cuarto,Bulnes,1,0,0,0,1,1,0,0,1
Entre Ríos,Gualeguaychú,Enrique Carbó,0,0,0,0,1,0,1,1,0
Entre Ríos,Gualeguaychú,Faustino M. Parera,1,0,0,0,1,0,1,0,0
Entre Ríos,Gualeguaychú,General Almada,0,0,0,0,1,0,1,0,0
Entre Ríos,Gualeguaychú,Gilbert,0,1,0,0,1,1,1,0,0
Entre Ríos,Gualeguaychú,Gualeguaychú,1,1,1,1,1,1,1,1,1
Entre Ríos,Gualeguaychú,Irazusta,0,0,0,0,0,0,1,0,0
Entre Ríos,Gualeguaychú,Larroque,1,0,0,1,1,1,1,1,0
Entre Ríos,Gualeguaychú,Pueblo General Belgrano,0,1,0,0,1,1,1,0,0
Entre Ríos,Gualeguaychú,Urdinarrain,1,1,0,0,1,1,1,1,0
Entre Ríos,Islas del Ibicuy,Arroyo Martínez,0,0,0,0,1,1,0,0,0
Entre Ríos,Islas del Ibicuy,Ceibas,0,0,0,0,1,1,1,1,0
Entre Ríos,Islas del Ibicuy,Ibicuy,0,1,0,1,1,1,1,0,0
Mendoza,Guaymallén,Bermejo,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,Buena Nueva,0,0,0,1,1,1,0,0,1
Mendoza,Guaymallén,Capilla del Rosario,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,Colonia Segovia,0,0,0,0,1,1,0,0,0
Mendoza,Guaymallén,Colonia Segovia,0,0,0,1,1,1,0,1,0
Mendoza,Guaymallén,Dorrego,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,El Sauce,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,General Belgrano,0,0,0,0,1,1,0,0,0
Mendoza,Guaymallén,Guaymallén,1,1,1,1,1,1,1,1,0
Mendoza,Guaymallén,Jesus Nazareno,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,La Primavera,0,0,0,0,0,0,0,1,0
Mendoza,Guaymallén,Las Cañas,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,Los Corralitos,1,0,1,0,1,1,1,1,1
Santa Fe,General Obligado,El Rabón,0,1,0,0,1,0,0,1,1
Santa Fe,General Obligado,Florencia,1,1,0,0,1,1,1,1,1
Santa Fe,General Obligado,Guadalupe Norte,1,0,0,0,1,0,1,0,0
Santa Fe,General Obligado,Ingeniero Chanourdie,0,0,0,0,0,0,1,1,1
Santa Fe,General Obligado,La Isleta,0,0,0,0,0,0,0,0,1
Santa Fe,General Obligado,La Sarita,0,0,0,0,1,0,1,1,0
Santa Fe,General Obligado,Lanteri,0,0,0,0,1,1,1,1,0
Santa Fe,General Obligado,Las Garzas,1,0,0,0,1,0,1,0,0
Santa Fe,General Obligado,Las Toscas,1,1,0,1,1,1,1,1,1
Santa Fe,General Obligado,Los Laureles,0,0,0,0,1,0,1,0,0
Santa Fe,General Obligado,Malabrigo,1,1,0,0,1,1,1,1,0
Santa Fe,General Obligado,Paraje San Manuel,0,0,0,0,0,0,1,0,1
Santa Fe,General Obligado,Puerto Reconquista,0,0,0,0,1,0,1,0,0
Santa Fe,San Martín,San Martín de Las Escobas,1,1,0,0,1,1,1,1,0
Santa Fe,San Martín,Sastre,1,0,0,1,1,1,1,1,0
Santa Fe,Vera,Calchaquí,1,0,0,0,1,1,1,1,1
Santa Fe,Vera,Cañada Ombú,0,0,0,0,1,0,1,1,1
Santa Fe,Vera,Colmena,0,0,0,0,0,0,0,0,1
Santa Fe,Vera,Fortín Olmos,0,0,0,0,1,0,1,1,1
Santa Fe,Vera,Garabato,0,0,0,0,1,0,1,1,0
Santa Fe,Vera,Golondrina,0,0,0,0,1,0,1,1,0
Santa Fe,Vera,Intiyaco,0,0,0,0,1,0,1,1,1
Santa Fe,Vera,Kilómetro 115,0,0,0,0,0,0,0,1,0
Santa Fe,Vera,La Gallareta,0,0,0,0,1,0,1,1,0
Santa Fe,Vera,Los Amores,0,0,0,0,1,0,1,1,0
Tucumán,Burruyacú,7 de Abril,0,0,0,0,0,0,0,1,1
Tucumán,Burruyacú,Barrio San Jorge,0,0,0,0,1,0,0,0,0
Tucumán,Burruyacú,El Chañar,0,0,0,0,1,1,1,0,0
Tucumán,Burruyacú,Garmendia,0,0,0,0,1,0,1,1,0
Tucumán,Burruyacú,La Ramada,0,0,0,0,1,1,1,0,0
Tucumán,Burruyacú,Macomitas,0,0,0,0,1,1,0,0,0
Tucumán,Burruyacú,Piedrabuena,0,0,0,0,1,1,0,1,0
Tucumán,Burruyacú,Villa Benjamín Aráoz,0,0,0,0,1,0,1,0,0
Tucumán,Burruyacú,Villa Burruyacú,0,0,0,1,1,0,0,1,1
Tucumán,Burruyacú,Villa Padre Monti,0,0,0,0,0,0,1,0,0
Buenos Aires,Florencio Varela,Ingeniero Juan Allan,1,1,0,1,1,1,1,0,0
Buenos Aires,Florencio Varela,La Capilla,0,0,0,1,1,1,1,0,0
Buenos Aires,Florencio Varela,Villa Brown,0,1,0,1,1,1,0,0,0
Buenos Aires,Florencio Varela,Villa San Luis,0,1,0,1,1,1,0,0,0
Buenos Aires,Florencio Varela,Villa Santa Rosa,1,1,1,1,1,1,1,0,0
Buenos Aires,Florencio Varela,Villa Vatteone,1,1,1,1,1,1,1,0,0
Buenos Aires,Florentino Ameghino,Blaquier,0,0,0,0,1,1,1,1,1
Buenos Aires,Florentino Ameghino,Florentino Ameghino,1,0,0,1,1,1,1,0,0
Buenos Aires,Florentino Ameghino,Porvenir,0,0,0,0,0,0,0,1,0
Buenos Aires,General Alvarado,Centinela del Mar,0,0,0,0,0,0,0,1,0
Buenos Aires,General Alvarado,Comandante Nicanor Otamendi,0,0,1,1,1,1,1,1,1
Buenos Aires,Moreno,Cuartel V,0,1,1,1,1,1,1,1,0
Buenos Aires,Moreno,Francisco Alvarez,1,1,1,1,1,1,1,1,0
Buenos Aires,Moreno,La Reja,1,1,1,1,1,1,1,1,1
Buenos Aires,Moreno,Moreno,1,1,1,1,1,1,1,1,1
Buenos Aires,Moreno,Paso del Rey,0,1,0,1,1,1,1,1,1
Buenos Aires,Moreno,Trujui,1,1,1,1,1,1,1,1,0
Buenos Aires,Zárate,Zárate,1,1,0,1,1,1,1,1,1
CABA,Comuna 01,Constitucion,1,1,1,1,1,1,1,1,1
Córdoba,Río Cuarto,Chaján,0,0,0,1,1,1,1,0,1
Córdoba,Río Cuarto,Chucul,1,0,0,1,1,1,1,1,0
Córdoba,Río Cuarto,Coronel Baigorria,0,0,0,1,1,1,0,0,0
CABA,Comuna 10,Floresta,1,1,1,1,1,1,1,1,1
Entre Ríos,Islas del Ibicuy,Médanos,0,0,0,0,1,0,0,1,0
Entre Ríos,Islas del Ibicuy,Villa Paranacito,0,1,0,0,1,1,1,0,0
Entre Ríos,La Paz,Bovril,0,1,0,1,1,1,1,1,0
Entre Ríos,La Paz,Colonia Avigdor,0,0,0,0,1,0,1,1,0
Entre Ríos,La Paz,El Solar,0,0,0,0,1,1,1,1,0
CABA,Comuna 08,Villa Riachuelo,1,1,1,1,1,1,1,1,1
Mendoza,Guaymallén,Pedro Molina,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,Puente de Hierro,1,0,1,0,1,1,1,1,0
Mendoza,Guaymallén,Rodeo de La Cruz,0,0,0,1,1,1,0,0,1
Mendoza,Guaymallén,San Francisco del Monte,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,San Jose,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,Villa Nueva,0,0,0,0,1,1,0,0,0
CABA,Comuna 10,Monte Castro,1,1,1,1,1,1,1,1,1
CABA,Comuna 10,Velez Sarsfield,1,1,1,1,1,1,1,1,1
CABA,Comuna 10,Versalles,1,1,1,1,1,1,1,1,1
Santa Fe,General Obligado,Reconquista,1,1,1,1,1,1,1,1,1
Santa Fe,General Obligado,San Antonio de Obligado,1,1,0,0,1,0,1,1,1
Santa Fe,General Obligado,Tacuarendí (emb. Kilómetro 421),1,1,0,0,1,1,1,1,0
Santa Fe,General Obligado,Villa Ana,0,0,0,0,1,0,1,0,1
CABA,Comuna 10,Villa Luro,1,1,1,1,1,1,1,1,1
Santa Fe,Vera,Margarita,0,1,0,0,1,1,1,1,1
Santa Fe,Vera,Paraje 29,0,0,0,0,0,0,0,1,1
Santa Fe,Vera,Pozo de Los Indios,0,0,0,0,0,0,0,1,1
Santa Fe,Vera,Pueblo Santa Lucía,0,0,0,0,1,0,0,1,0
Santa Fe,Vera,Tartagal (est. El Tajamar),0,0,0,0,1,0,0,1,0
Santa Fe,Vera,Toba,0,0,0,0,0,0,0,1,1
Santa Fe,Vera,Vera (est. Gobernador Vera),1,0,0,0,1,1,1,1,0
CABA,Comuna 10,Villa Real,1,1,1,1,1,1,1,1,1
Tucumán,Cruz Alta,Colombres,0,0,0,0,1,1,1,0,0
Tucumán,Cruz Alta,Delfín Gallo,0,0,0,0,0,0,1,1,0
Tucumán,Cruz Alta,El Bracho,0,0,0,0,1,1,1,1,0
Tucumán,Cruz Alta,El Corte,0,0,0,0,1,0,0,0,0
Tucumán,Cruz Alta,El Paraiso,0,0,0,0,1,1,0,0,0
Tucumán,Cruz Alta,Ex Ingenio Esperanza,0,0,0,0,1,1,0,0,0
Tucumán,Cruz Alta,Ingenio La Florida,0,0,0,0,1,1,0,0,0
CABA,Comuna 11,Villa del Parque,1,1,1,1,1,1,1,1,1
CABA,Comuna 11,Villa Devoto,1,1,1,1,1,1,1,1,1
CABA,Comuna 09,Mataderos,1,1,1,1,1,1,1,1,1
Tucumán,Simoca,Monteagudo,0,0,0,0,1,1,0,1,0
Tucumán,Simoca,Nueva Trinidad,0,0,0,0,0,0,0,1,0
Tucumán,Simoca,Simoca,0,0,0,0,1,1,1,1,0
Tucumán,Simoca,Villa Chicligasta,0,0,0,0,0,0,0,1,0
Tucumán,Tafí del Valle,Amaicha del Valle,0,0,0,1,1,1,1,1,1
Tucumán,Tafí del Valle,Colalao del Valle,0,0,0,0,1,0,1,1,0
CABA,Comuna 01,Puerto Madero,1,1,1,1,1,1,1,1,1
Tucumán,Tafí del Valle,El Mollar,0,0,0,0,1,0,1,1,1
Tucumán,Tafí del Valle,Tafí del Valle,1,0,0,0,1,1,1,1,1
Tucumán,Tafí Viejo,Barrio El Cruce,0,0,0,0,1,1,0,0,0
Tucumán,Tafí Viejo,Barrio Lomas de Tafí,1,0,0,0,1,0,1,0,0
Tucumán,Tafí Viejo,Barrio Mutual San Martín,1,0,0,0,1,1,1,0,0
Tucumán,Tafí Viejo,Barrio Parada 14,0,0,0,0,1,1,0,0,0
Tucumán,Tafí Viejo,Barrio U.t.a. Ii,0,0,0,0,1,1,0,0,0
CABA,Comuna 01,Retiro,1,1,1,1,1,1,1,1,1
CABA,Comuna 01,San Nicolas,1,1,1,1,1,1,1,1,1
CABA,Comuna 01,San Telmo,1,1,1,1,1,1,1,1,1
CABA,Comuna 02,Recoleta,1,1,1,1,1,1,1,1,1
CABA,Comuna 03,Balvanera,1,1,1,1,1,1,1,1,1
CABA,Comuna 03,San Cristobal,1,1,1,1,1,1,1,1,1
Tucumán,Cruz Alta,La Florida,1,0,0,0,1,1,1,1,1
Tucumán,Cruz Alta,Las Cejas,0,0,0,0,1,1,0,0,1
Tucumán,Cruz Alta,Lastenia,0,0,0,0,1,1,0,0,0
Tucumán,Cruz Alta,Los Gutierrez,0,0,0,0,1,1,0,0,0
Tucumán,Cruz Alta,Los Ralos,0,0,0,0,0,0,1,1,0
Tucumán,Cruz Alta,Pacará,0,0,0,0,0,0,0,1,0
Tucumán,Cruz Alta,Ranchillos,0,0,0,0,1,1,1,1,0
CABA,Comuna 04,Barracas,1,1,1,1,1,1,1,1,1
Tucumán,Leales,Bella Vista,1,0,0,1,1,1,1,1,0
Tucumán,Leales,Estación Aráoz,0,0,0,0,1,1,0,0,0
Tucumán,Leales,Los Puestos,0,0,0,0,1,1,0,0,0
Tucumán,Leales,Manuel García Fernández,1,0,0,0,0,0,1,0,0
Tucumán,Leales,Pala Pala,0,0,0,0,1,0,1,1,1
Tucumán,Leales,Río Colorado,0,0,0,0,1,1,0,1,0
Tucumán,Leales,Santa Rosa de Leales,0,0,0,0,1,1,1,1,0
CABA,Comuna 01,Monserrat,1,1,1,1,1,1,1,1,1
Tucumán,Monteros,Villa Quinteros,1,0,0,0,1,1,1,1,0
Tucumán,Río Chico,Aguilares,1,0,0,0,1,1,1,1,0
Tucumán,Río Chico,Ingenio Santa Barbara,0,0,0,0,1,1,0,0,0
Tucumán,Río Chico,Los Sarmientos,1,0,0,0,0,0,1,0,0
Tucumán,Río Chico,Santa Ana,1,0,0,0,1,0,1,0,0
Tucumán,Simoca,Atahona,0,0,0,0,1,1,0,1,0
CABA,Comuna 04,Boca,1,1,1,1,1,1,1,1,1
CABA,Comuna 04,Nueva Pompeya,1,1,1,1,1,1,1,1,1
Santa Fe,La Capital,San José del Rincón,1,1,0,1,1,1,1,0,1
Santa Fe,La Capital,Santa Fe,1,1,1,1,1,1,1,1,1
CABA,Comuna 04,Parque Patricios,1,1,1,1,1,1,1,1,1
Santa Fe,La Capital,Santo Tomé,1,1,0,1,1,1,1,1,0
Santa Fe,La Capital,Sauce Viejo,1,0,0,1,1,1,1,1,0
Santa Fe,La Capital,Villa Adelina,0,0,0,0,1,1,0,0,0
Santa Fe,La Capital,Villa Laura (est. Constituyentes),0,0,0,0,1,0,0,0,0
Santa Fe,Las Colonias,Cavour,0,0,0,0,0,0,1,1,0
Santa Fe,Las Colonias,Cululú,0,0,0,0,0,0,1,1,0
CABA,Comuna 05,Almagro,1,1,1,1,1,1,1,1,1
Santa Fe,General Obligado,Villa Guillermina,1,1,0,0,1,1,1,1,1
Santa Fe,General Obligado,Villa Ocampo,1,1,0,0,1,1,1,0,1
Santa Fe,Iriondo,Barrio Cicarelli,0,0,0,0,0,0,0,1,0
Santa Fe,Iriondo,Bustinza,1,0,0,1,1,0,1,1,0
Santa Fe,Iriondo,Cañada de Gómez,1,1,0,1,1,1,1,1,0
CABA,Comuna 05,Boedo,1,1,1,1,1,1,1,1,1
CABA,Comuna 06,Caballito,1,1,1,1,1,1,1,1,1
CABA,Comuna 07,Flores,1,1,1,1,1,1,1,1,1
Mendoza,Junín,Ingeniero Giagnoni,1,0,1,1,1,1,1,1,0
Mendoza,Junín,Junín,1,0,1,1,1,1,1,1,0
Mendoza,Junín,La Colonia,0,0,0,1,1,1,0,1,1
Mendoza,Junín,Los Barriales,1,0,1,0,1,1,1,1,0
Mendoza,Junín,Medrano,0,0,0,0,0,0,0,1,0
Mendoza,Junín,Phillips,0,0,0,0,0,0,1,1,0
CABA,Comuna 07,Parque Chacabuco,1,1,1,1,1,1,1,1,1
CABA,Comuna 08,Villa Lugano,1,1,1,1,1,1,1,1,1
Entre Ríos,La Paz,La Paz,1,1,0,1,1,1,1,1,0
Entre Ríos,La Paz,Piedras Blancas,0,1,0,1,1,0,1,1,0
Entre Ríos,La Paz,Pueblo Arrúa (est. Alcaraz),0,1,0,0,1,1,1,1,1
Entre Ríos,La Paz,San Gustavo,0,0,0,1,1,1,1,1,0
CABA,Comuna 08,Villa Soldati,1,1,1,1,1,1,1,1,1
Córdoba,Río Cuarto,Coronel Moldes,1,0,0,0,1,1,1,0,0
Córdoba,Río Cuarto,Elena,1,0,0,1,1,1,1,1,0
Córdoba,Río Cuarto,La Carolina,1,0,0,0,0,1,1,1,1
Córdoba,Río Cuarto,La Cautiva,0,0,0,0,1,0,1,0,0
Córdoba,Río Cuarto,Las Acequias,1,0,0,1,1,1,1,0,0
Buenos Aires,General Alvarado,Mar del Sur,0,0,1,0,1,1,1,1,0
Buenos Aires,General Alvarado,Mechongué,1,0,0,0,1,1,1,1,0
Buenos Aires,General Alvarado,Miramar,1,1,1,1,1,1,1,1,1
Buenos Aires,General Alvear,General Alvear,0,0,0,0,1,1,1,0,0
Buenos Aires,General Arenales,Arribeños,1,1,1,1,1,1,1,1,0
Buenos Aires,General Arenales,Ascensión,1,1,0,0,1,1,1,1,0
Buenos Aires,General Arenales,Ferré,0,1,0,1,1,1,1,1,0
Buenos Aires,General Arenales,General Arenales,0,1,1,1,1,1,1,1,0
Buenos Aires,General Arenales,La Angelita,1,0,0,0,0,0,1,1,0
Buenos Aires,Morón,Castelar,1,1,0,1,1,1,1,1,0
Buenos Aires,Morón,El Palomar,1,1,1,1,1,1,1,1,1
Buenos Aires,Morón,Haedo,1,1,1,1,1,1,1,1,0
Buenos Aires,Morón,Moron,1,1,1,1,1,1,1,1,1
Buenos Aires,Morón,Villa Sarmiento,1,1,1,1,1,1,1,1,1
Buenos Aires,Navarro,José Juan Almeyra,0,0,0,0,0,0,0,1,0
Buenos Aires,Navarro,Las Marianas,0,0,0,0,0,0,0,1,0
CABA,Comuna 11,Villa General Mitre,1,1,1,1,1,1,1,1,1
Córdoba,Río Cuarto,Las Albahacas,1,0,0,0,1,0,1,0,0
Córdoba,Río Cuarto,Las Higueras,1,1,0,1,1,1,1,0,0
Córdoba,Río Cuarto,Las Peñas,1,0,0,0,1,1,1,1,0
Córdoba,Río Cuarto,Las Vertientes,1,0,0,1,1,1,1,0,0
Córdoba,Río Cuarto,Malena,0,0,0,0,1,0,1,0,0
Córdoba,Río Cuarto,Monte de Los Gauchos,0,0,0,0,1,0,1,0,0
Córdoba,Río Cuarto,Paso del Durazno,0,0,0,0,1,0,0,0,0
Córdoba,Río Cuarto,Río Cuarto,1,1,1,1,1,1,1,1,1
Córdoba,Río Cuarto,Sampacho,1,0,0,1,1,1,1,1,0
Córdoba,Río Cuarto,San Basilio,1,0,0,1,1,1,1,0,1
Córdoba,Río Cuarto,Santa Catalina (est. Holmberg),1,0,0,0,1,1,1,0,0
Córdoba,Río Cuarto,Suco,0,0,0,0,1,1,1,0,0
Córdoba,Río Cuarto,Tosquitas,0,0,0,0,1,1,1,0,0
Córdoba,Río Cuarto,Vicuña Mackenna,1,1,0,1,1,1,1,0,1
Córdoba,Río Cuarto,Villa El Chacay,0,0,0,0,1,0,1,0,0
Córdoba,Río Cuarto,Washington,0,0,0,0,1,1,1,1,0
Córdoba,Río Primero,Cañada de Machado,0,0,0,0,0,0,0,1,0
Entre Ríos,La Paz,Santa Elena,1,1,0,0,1,1,1,1,0
Entre Ríos,Nogoyá,Aranguren,0,1,0,0,1,0,1,1,1
Entre Ríos,Nogoyá,Betbeder,0,0,0,0,0,0,0,1,0
Entre Ríos,Nogoyá,Don Cristóbal,0,0,0,0,0,0,1,1,0
Entre Ríos,Nogoyá,Febré,0,0,0,0,0,0,1,1,0
Entre Ríos,Nogoyá,Hernández,1,0,0,0,1,1,1,1,1
Entre Ríos,Nogoyá,Lucas González,1,0,0,0,1,1,1,1,0
Entre Ríos,Nogoyá,Nogoyá,1,0,0,0,1,1,1,1,0
Entre Ríos,Nogoyá,Xx de Setiembre,0,0,0,0,0,0,1,1,0
Entre Ríos,Paraná,Aldea María Luisa,0,0,0,0,1,0,1,1,0
Entre Ríos,Paraná,Aldea San Rafael,0,0,0,0,0,0,1,1,0
Entre Ríos,Paraná,Aldea Santa María,0,0,0,0,0,0,1,0,0
Entre Ríos,Paraná,Cerrito,1,1,0,0,1,1,1,1,1
Mendoza,Junín,Rodríguez Peña,0,0,0,0,1,0,1,1,0
Mendoza,La Paz,Desaguadero,0,0,0,0,1,1,1,0,0
Mendoza,La Paz,La Paz,1,0,0,1,1,1,1,1,0
Mendoza,Las Heras,Blanco Encalada,0,0,0,0,0,0,1,0,0
Mendoza,Las Heras,Capdeville,0,0,0,0,1,0,0,0,0
Mendoza,Las Heras,El Algarrobal,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,El Borbollon,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,El Challao,0,0,0,1,0,0,0,0,0
Mendoza,Las Heras,El Plumerillo,0,0,0,1,1,1,0,0,0
Mendoza,Las Heras,El Resguardo,0,0,0,1,0,1,0,0,0
Mendoza,Las Heras,El Zapallar,0,0,0,1,1,1,0,0,0
Mendoza,Las Heras,Jocolí,0,0,0,0,1,1,1,0,0
Mendoza,Las Heras,La Cieneguita,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,Las Cuevas,0,0,0,0,1,1,0,0,0
Salta,Anta,Apolinario Saravia,0,1,0,1,1,1,1,1,1
Salta,Anta,Ceibalito,0,0,0,1,0,0,0,0,0
Santa Fe,Iriondo,Carrizales (est. Clarke),1,1,0,0,1,0,1,0,0
Santa Fe,Iriondo,Classon,0,0,0,1,1,1,1,1,0
Santa Fe,Iriondo,Colonia Médici,0,0,0,0,0,0,0,1,0
Santa Fe,Iriondo,Correa,1,1,0,1,1,1,1,1,0
Santa Fe,Iriondo,Larguía,0,0,0,0,0,0,0,1,0
Santa Fe,Iriondo,Lucio V. López,0,1,0,0,1,0,1,1,0
Santa Fe,Iriondo,Oliveros,1,0,0,1,1,1,0,0,1
Santa Fe,Iriondo,Pueblo Andino,0,1,0,0,1,1,1,1,0
Santa Fe,Iriondo,Salto Grande,1,0,0,0,1,1,1,1,0
Santa Fe,Iriondo,Serodino,1,0,0,1,1,0,1,1,0
Santa Fe,Iriondo,Totoras,1,0,0,1,1,1,1,1,0
Santa Fe,Iriondo,Villa Eloísa,1,0,0,1,1,1,1,1,0
Santa Fe,Iriondo,Villa La Rivera (oliveros),0,0,0,0,0,0,0,1,0
Santa Fe,Iriondo,Villa La Rivera (pueblo Andino),0,0,0,0,0,0,0,1,1
Tucumán,Cruz Alta,San Andrés,1,0,0,1,1,0,1,0,0
Tucumán,Cruz Alta,Villa Recaste,0,0,0,0,1,1,0,0,0
Tucumán,Famaillá,Barrio Casa Rosada,0,0,0,0,1,0,0,0,0
Tucumán,Famaillá,Campo de Herrera,0,0,0,0,1,0,0,0,0
Tucumán,Famaillá,Ex Ingenio Nueva Baviera,0,0,0,0,1,1,0,0,0
Tucumán,Famaillá,Famaillá,1,0,0,1,1,1,1,1,1
Tucumán,Graneros,Graneros,0,0,0,0,1,1,1,1,1
Tucumán,Graneros,Lamadrid,0,0,0,1,1,1,1,1,1
Tucumán,Graneros,Taco Ralo,0,0,0,0,1,1,1,1,0
